GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0034733	40.3035026707852	0.295799448567497	0.225113096690094	1.31400372931085	0.188844949234212	0.526311003074973	chr2R	22478378	22483054	+	protein_coding	CG4752
FBgn0262353	19.1666505520314	0.306288606360341	0.233089762296658	1.31403714750253	0.188833703552538	0.526311003074973	chr2L	12507938	12508504	+	protein_coding	CG43051
FBgn0039862	68.4787869231667	0.262500585893465	0.199987794257936	1.31258303471712	0.189323489394157	0.526805245014104	chr3R	31622135	31664646	+	protein_coding	kek6
FBgn0037513	49.1973053868272	-0.283093038388285	0.215792367709313	-1.31187697411815	0.189561647779779	0.526876844570531	chr3R	7747912	7750079	-	protein_coding	pyd3
FBgn0052418	232.660923398378	-0.195155277093195	0.148791295027429	-1.3116041301826	0.189653738757673	0.526876844570531	chr3L	5776323	5777333	-	protein_coding	vito
FBgn0035181	1293.6888469255	-0.159868470127289	0.12184446549173	-1.3120700187908	0.189496510760025	0.526876844570531	chr3L	1034696	1036298	+	protein_coding	CG9205
FBgn0035592	25.6041509948082	0.307044793332445	0.234057996732206	1.31183209981818	0.189576791602863	0.526876844570531	chr3L	5135747	5136292	-	protein_coding	CG10674
FBgn0032922	127.527630789346	0.2384967012049	0.181829138107394	1.3116528169651	0.189637303455256	0.526876844570531	chr2L	21157432	21158611	-	protein_coding	Coq3
FBti0062666	46.5807310863171	-0.297961615847118	0.227213352617003	-1.31137370412103	0.189731538420392	0.526923768499135	chr3L	23504018	23531694	-	transposable_element	NA
FBgn0020306	6787.77921093358	-0.122906459419953	0.0937679692442658	-1.3107509996274	0.189941902237033	0.527338702263342	chr2R	21323429	21341847	+	protein_coding	dom
FBgn0013469	9.85945643954361	0.286410483477101	0.218590175234739	1.31026238104952	0.19010708903502	0.527458764349569	chr3L	10981170	11009188	-	protein_coding	klu
FBgn0032407	929.148417446086	0.127829754382412	0.0975492705161374	1.31041220201913	0.190056427964056	0.527458764349569	chr2L	12091821	12095250	+	protein_coding	Pex19
FBgn0287597	58.8580008518794	0.288876522885798	0.220503987430802	1.3100739186245	0.190170830609371	0.527466449375333	chr4	661008	663124	-	protein_coding	CG46466
FBgn0038344	2141.58486357661	0.11501586535398	0.0878688707437923	1.3089489415352	0.190551646694222	0.528086726346019	chr3R	15486049	15493310	+	protein_coding	obe
FBgn0051262	15.0759661501647	-0.300314925914861	0.229437718750444	-1.30891697995615	0.190562474207563	0.528086726346019	chr3R	17217115	17223074	-	protein_coding	CG31262
FBgn0003391	965.370110434769	-0.156885039204411	0.11987666021394	-1.3087204708942	0.190629054855748	0.528086726346019	chr2R	21049653	21057197	-	protein_coding	shg
FBgn0032208	7653.78313314285	-0.108821733539087	0.0831530393331743	-1.3086921946781	0.190638636733166	0.528086726346019	chr2L	10281942	10292365	-	protein_coding	Ufd4
FBgn0033060	116.620976120618	-0.232087295154372	0.177385862882343	-1.30837537661224	0.190746020175358	0.528215051388291	chr2R	6076909	6078088	+	protein_coding	CG7849
FBgn0263108	3579.76519308457	-0.127692259098092	0.0976958960671864	-1.30703810741729	0.191199769609298	0.529302146204811	chr3L	3148645	3158408	+	protein_coding	BtbVII
FBgn0036487	825.892770369477	0.132350214344048	0.101300895078305	1.3065058728429	0.191380583171998	0.529393662134081	chr3L	15159099	15161138	+	protein_coding	Prp31
FBgn0036505	1347.1990448532	-0.127446205809147	0.0975790848442222	-1.30608117520886	0.191524953934993	0.529393662134081	chr3L	15521710	15524137	-	protein_coding	CG7945
FBgn0263113	115.927885503142	-0.233111076183909	0.178427928429694	-1.30647190849252	0.191392125990778	0.529393662134081	chr2R	17539321	17544353	+	protein_coding	Cc2d2a
FBgn0083167	660.625067207082	0.157844318186382	0.120852947091731	1.3060858008417	0.19152338107628	0.529393662134081	chrX	10460735	10461878	+	protein_coding	Neb-cGP
FBgn0030574	16.5686691439273	0.304464425606587	0.233120210330177	1.30604045515986	0.191538800425347	0.529393662134081	chrX	14584732	14602580	-	protein_coding	sbm
FBgn0042178	138.504374554392	-0.243129046415092	0.186312546234207	-1.30495262573172	0.191908979810556	0.529908900204634	chr3L	16595180	16600459	+	protein_coding	Apl
FBgn0025839	433.271575801994	0.168110161299121	0.128808653593264	1.30511542982165	0.19185354546725	0.529908900204634	chrX	2172525	2173432	+	protein_coding	ND-B14.5A
FBgn0010288	1377.47373777267	0.134083399565355	0.1027352887786	1.30513479019183	0.191846954098199	0.529908900204634	chr2L	2212737	2214211	-	protein_coding	Uch
FBgn0037092	133.328335587594	0.222406401661139	0.170485713657569	1.30454568238988	0.192047594413452	0.530122443928135	chr3L	21507851	21512749	+	protein_coding	M6
FBgn0065098	15.7895944498313	-0.293053008766187	0.224910171524467	-1.30297801464398	0.192582267507997	0.53142877072143	chr3R	23730047	23730429	-	ncRNA	RNaseMRP:RNA
FBgn0037624	64.099620182379	0.300062884439874	0.230519167920121	1.30168301034233	0.193024769784896	0.532025271053509	chr3R	8747797	8754104	+	protein_coding	CG8223
FBgn0263601	3664.65011872141	0.134941079290432	0.103671198378835	1.30162553728114	0.19304442559669	0.532025271053509	chr3L	16006551	16011812	-	protein_coding	mib1
FBgn0262599	13.8246547434763	-0.300380993712721	0.230768900395344	-1.30165283622759	0.193035089161849	0.532025271053509	chr2L	10850140	10854604	+	protein_coding	SmydA-3
FBti0064118	21.5042845881758	0.304454400112532	0.233860657513381	1.30186241392532	0.192963423140553	0.532025271053509	chr2L	22188260	22189068	-	transposable_element	NA
FBgn0039258	245.956047977208	0.194710753369355	0.149714669954419	1.30054558734048	0.193414042409748	0.532802318790906	chr3R	25023255	25024482	+	protein_coding	beta4GalT7
FBgn0024754	1803.66675185916	-0.130758526489043	0.100549301966948	-1.30044191188941	0.193449553036902	0.532802318790906	chr2R	15566270	15569404	-	protein_coding	Flo1
FBgn0025790	918.431446825755	-0.143709432223847	0.110537229721468	-1.30009981782577	0.193566760110336	0.532900654748269	chr2R	23859066	23862593	-	protein_coding	TBPH
FBgn0033101	762.233158352008	0.146090223865189	0.112378983732707	1.29997815439107	0.193608456580027	0.532900654748269	chr2R	6757600	6758903	-	protein_coding	CG9436
FBgn0040079	576.131710226172	-0.145068027907222	0.111670878311888	-1.29906767189615	0.193920706359718	0.533590340559134	chr2L	16288289	16291195	+	protein_coding	pkaap
FBgn0003495	4777.64586517199	0.127406358133752	0.0981034981988526	1.29869332361119	0.194049196218975	0.533774116531112	chr3R	27064989	27070070	-	protein_coding	spz
FBgn0267458	18.2655571760443	-0.302456805350245	0.233006679677989	-1.29806066404721	0.194266489879629	0.534201972011656	chr3L	553215	553739	+	ncRNA	lncRNA:CR45808
FBgn0262975	1871.86586065087	0.167893701553594	0.129363028994747	1.29784918348203	0.194339164938785	0.534232003776748	chr3R	23185579	23226711	-	protein_coding	cnc
FBgn0263005	672.932505485378	0.153170592706052	0.11804818972596	1.29752597698979	0.194450273031555	0.53436763405209	chrX	13095570	13112462	-	protein_coding	CG43313
FBgn0034277	5412.74364400581	0.107473000774337	0.0829131300057041	1.29621208084827	0.194902428561432	0.535440110982835	chr2R	17764573	17767070	-	protein_coding	OstDelta
FBgn0005655	2415.50783575188	0.15669169446483	0.120966357359917	1.29533283372845	0.195205437266389	0.535947680032857	chr2R	20261753	20262883	-	protein_coding	PCNA
FBgn0033916	648.248250804358	-0.138786632973169	0.10714496368018	-1.29531644051359	0.195211090022371	0.535947680032857	chr2R	14239931	14243655	+	protein_coding	Usp20-33
FBgn0020503	1323.52382302664	-0.167682213354626	0.129530710286904	-1.29453635345022	0.195480220688908	0.536516303673777	chr2L	17384699	17409698	+	protein_coding	CLIP-190
FBgn0033388	153.353223401943	-0.213179996015199	0.164728014669038	-1.29413321980179	0.195619408686889	0.536606976191632	chr2R	9162036	9164967	-	protein_coding	CG8046
FBgn0035065	297.728328046426	-0.194108727057898	0.149997311384426	-1.29408137563492	0.195637313941557	0.536606976191632	chr2R	24783554	24785542	+	protein_coding	CG3589
FBgn0085452	48.5945101095682	0.29113256234025	0.225046991252246	1.29365231999006	0.195785541635101	0.536771952367562	chr2R	23358611	23359204	+	protein_coding	CG34423
FBgn0015609	14.8570110638426	0.298923790419807	0.231088266615151	1.29354810955256	0.195821556082768	0.536771952367562	chr2L	17647052	17778340	-	protein_coding	CadN
FBgn0051451	90.6118858731844	0.276701798208903	0.213974957349084	1.29315038375021	0.195959052154012	0.536978701357097	chr3R	23983502	23985065	+	ncRNA	lncRNA:CR31451
FBgn0036805	748.857898859676	-0.132870803855667	0.102798870951982	-1.29253174305516	0.196173060345928	0.537054792738172	chr3L	18682894	18684061	-	protein_coding	Chmp1
FBgn0036062	32.96938851196	0.295592473843996	0.228680412932238	1.29260075252525	0.196149179215197	0.537054792738172	chr3L	9966602	9968317	-	protein_coding	CG6685
FBgn0267733	237.74597723313	-0.215636377167354	0.166827475638382	-1.29257112080729	0.196159433183539	0.537054792738172	chr2R	4782891	4785543	+	ncRNA	lncRNA:CR46064
FBgn0002775	400.712120705074	-0.16366733289279	0.126697198228778	-1.29179914931705	0.196426710049404	0.537409066615242	chr3L	7123212	7125533	-	protein_coding	msl-3
FBgn0265184	39.3606544632017	-0.289574485490389	0.224141767859311	-1.29192558913049	0.196382914996259	0.537409066615242	chr2R	22066882	22068372	+	protein_coding	CG44249
FBgn0066101	9.90668704428638	0.285221680380203	0.220864580109141	1.29138714880974	0.196569464610751	0.537604453974645	chr3R	25741347	25763105	-	protein_coding	LpR1
FBgn0038533	861.754219347443	-0.182774935032728	0.141550547387133	-1.29123439228284	0.196622412712493	0.537604453974645	chr3R	17669143	17670895	-	protein_coding	CG7523
FBgn0013981	4064.24711369567	-0.145828284043865	0.113035689574699	-1.29010832412798	0.19701305010322	0.537992391553963	chr3R	14625754	14626614	+	protein_coding	His4r
FBgn0035152	222.022892663775	-0.200067745650012	0.155073121211881	-1.29015102092808	0.19699822806207	0.537992391553963	chr3L	680435	682470	-	protein_coding	CG3386
FBgn0029986	14.8314646449462	0.296687977689227	0.229923018141161	1.29037962396212	0.196918883225666	0.537992391553963	chrX	7953851	7955990	-	protein_coding	CG15332
FBgn0032163	12.4205255196674	-0.286395310491354	0.221992186547179	-1.29011437269882	0.197010950313888	0.537992391553963	chr2L	9922736	9924865	-	protein_coding	TbCMF46
FBgn0025632	115.582493766369	0.228489679714568	0.177185163926028	1.28955311297936	0.197205864008804	0.538348983761492	chrX	2041867	2055414	+	protein_coding	CG4313
FBgn0267347	349.733573863458	0.199143411646422	0.154556483597333	1.28848306464614	0.197577860328133	0.539194343753526	chr2L	16680053	16681653	+	protein_coding	squ
FBgn0000719	2026.90150338158	-0.132391130947676	0.102766637705927	-1.28826955812763	0.197652146086253	0.53922696808331	chrX	22824316	22855194	-	protein_coding	fog
FBgn0038808	311.593871030118	0.17914506834762	0.139078113752206	1.28808957437258	0.197714784075304	0.539227804866157	chr3R	20580114	20580764	+	protein_coding	Srp14
FBgn0052685	3065.54053556658	-0.146553777606487	0.113831818900877	-1.2874588056447	0.197934419004349	0.539656684149581	chrX	10071857	10082492	-	protein_coding	ZAP3
FBgn0034641	1930.00861685214	-0.125821392219638	0.0977588177303675	-1.28705926627172	0.19807363171486	0.53986609576725	chr2R	21625029	21631422	+	protein_coding	mahj
FBgn0037293	691.756487571689	-0.139460832611024	0.108440411011418	-1.28605960923865	0.198422258976912	0.540645972412368	chr3R	5128086	5129939	+	protein_coding	CG12007
FBgn0000662	1168.16623656718	-0.128200460532651	0.0997409161344764	-1.28533470015259	0.198675349272174	0.541165128008053	chr2R	13819623	13824553	-	protein_coding	fl(2)d
FBgn0037466	526.457157619276	-0.149392721366191	0.11628677943253	-1.28469222464682	0.19889985642145	0.541263815958862	chr3R	7067400	7071624	+	protein_coding	CG1965
FBgn0025808	143.228332558449	0.209188349530283	0.162823141102681	1.2847581008056	0.198876828075888	0.541263815958862	chr3R	14661175	14663197	-	protein_coding	Rad17
FBgn0039149	55.9129025915271	0.279933318664882	0.217915400485495	1.28459630682924	0.198933389922175	0.541263815958862	chr3R	24109335	24110010	+	protein_coding	CG18428
FBgn0032224	289.803461498256	0.190563017563617	0.148354070953367	1.28451491987381	0.198961846578336	0.541263815958862	chr2L	10342593	10344223	+	protein_coding	Sps2
FBgn0037138	973.253468737734	0.124635860460457	0.0970831167725052	1.28380571827453	0.199209942295411	0.541768378119334	chr3L	21836664	21841356	-	protein_coding	P5CDh1
FBgn0037667	124.992528946732	0.230917680387007	0.180068238955893	1.28238984135103	0.199705926012191	0.542946563774816	chr3R	9255051	9256731	+	protein_coding	CG16734
FBgn0034215	399.636352700869	-0.174672785048034	0.136266832092963	-1.28184373530362	0.199897468587409	0.543296575793175	chr2R	17427794	17429315	+	protein_coding	Mtap
FBti0060363	72.7163838998868	-0.290165882227562	0.226412851956254	-1.281578672414	0.199990485744533	0.543378672165816	chr2R	6422771	6427630	+	transposable_element	NA
FBgn0023174	1705.99166207536	0.14369013167074	0.112312491828459	1.27937800445392	0.200763975635182	0.545155699143211	chr3L	14999950	15001319	+	protein_coding	Prosbeta2
FBgn0086912	364.552814122552	-0.174919406110914	0.136724221142146	-1.27935931651099	0.200770553400794	0.545155699143211	chr2L	271911	273715	-	protein_coding	mbm
FBgn0037359	166.13655140723	0.215618278482998	0.168610047695133	1.27879851426685	0.200968017256241	0.545520651799102	chr3R	5655138	5656336	+	protein_coding	MED27
FBgn0004167	46292.2981710372	-0.1354396178532	0.105933088001942	-1.27853931578693	0.201059331396451	0.545597326195326	chr3L	3336859	3368133	+	protein_coding	kst
FBgn0013953	40.4530142909551	-0.287278550379526	0.224844256494673	-1.27767795743687	0.201363000442311	0.545923045456556	chr3R	24841934	24850412	+	protein_coding	Esp
FBgn0003302	78.7397978112498	-0.257488873089795	0.201527840508768	-1.27768387950643	0.201360911494796	0.545923045456556	chrX	6035752	6037800	-	protein_coding	rux
FBgn0011638	3586.92337953404	-0.112107026433361	0.0877438936683014	-1.27766186051829	0.201368678540269	0.545923045456556	chr2L	20348392	20350012	-	protein_coding	La
FBgn0005624	1011.91822105568	-0.162910050693155	0.127554817741361	-1.27717677448674	0.201539844713351	0.546215913726565	chr2R	12965996	12980994	-	protein_coding	Psc
FBgn0002645	6679.28708661719	0.134511422908228	0.105352798680307	1.27677123525121	0.201683023624387	0.546432770865823	chr3R	32055278	32068441	-	protein_coding	Map205
FBgn0052016	1231.55685752514	-0.135929469993514	0.106491075720145	-1.27644001221974	0.201800019613197	0.546578575351838	chr4	951541	958392	-	protein_coding	4E-T
FBgn0262124	1463.18695319204	-0.172385967885711	0.135077534678745	-1.27620013420955	0.201884781219756	0.54663700855465	chr2R	3900284	3949425	-	protein_coding	uex
FBgn0030748	826.857896268823	-0.13380561695418	0.104891341189382	-1.27565931979641	0.202075974813931	0.546983497532952	chrX	16415045	16417585	+	protein_coding	Traf-like
FBgn0034072	5005.65602650755	0.106419971865733	0.0834419447939065	1.27537741514271	0.202175688605975	0.547082227754236	chr2R	16081175	16098564	-	protein_coding	Dg
FBgn0013813	23.9366398015545	0.298337744423705	0.23396494093882	1.275138673455	0.202260163068663	0.547139671890869	chr3R	28486952	28519398	+	protein_coding	Dhc98D
FBgn0039293	590.327553945342	0.145990448135962	0.114529569933757	1.27469655408993	0.202416666994333	0.547220808177493	chr3R	25221588	25224118	+	protein_coding	Alg9
FBti0062928	12.4570876678622	0.286888630445056	0.225044103090988	1.27481069934574	0.202376252760144	0.547220808177493	chr2L	21546180	21556050	-	transposable_element	NA
FBgn0015245	9533.54650058195	0.152823241456731	0.119923895596098	1.27433519981238	0.202544646756817	0.547254469668119	chrX	11108481	11112308	+	protein_coding	Hsp60A
FBgn0030629	117.334952559525	0.23322996049012	0.183025344023642	1.27430417756785	0.202555636559625	0.547254469668119	chrX	15340372	15342117	-	protein_coding	CG9123
FBgn0014388	23005.2443723789	-0.17457104100249	0.137074116461605	-1.27355218847161	0.202822165805565	0.547730653343019	chr3L	3401152	3424935	-	protein_coding	sty
FBgn0033902	6509.37310743537	-0.119994831549349	0.0942281683094563	-1.2734496881577	0.202858515005321	0.547730653343019	chr2R	14163065	14164825	-	protein_coding	eIF3m
FBgn0033261	215.199800161267	-0.213382002317824	0.167665992772207	-1.27266119258738	0.20313829410857	0.548314939885567	chr2R	8106384	8113949	+	protein_coding	udd
FBti0060960	9.83210770226477	-0.2623640721467	0.206204070438937	-1.27235156700941	0.203248234262326	0.548440572240607	chr4	949785	950359	-	transposable_element	NA
FBgn0005649	2524.2114103858	0.116517924704866	0.0916094821198744	1.27189808313071	0.203409333021457	0.548533086025131	chr3R	24043055	24048265	-	protein_coding	Rox8
FBgn0045866	1610.23748197902	0.16461170980143	0.129405972554879	1.27205650984633	0.203353041853344	0.548533086025131	chr3R	25039373	25040443	+	protein_coding	bai
FBti0020201	18.766217406875	0.288925961779836	0.227251966718754	1.27139036881212	0.203589807262678	0.548842015139314	chr3L	22099730	22105858	+	transposable_element	NA
FBgn0265434	20424.4031091104	0.103608673094341	0.0815034069008052	1.27121892242418	0.203650776626656	0.548842015139314	chr2R	24990569	25011965	-	protein_coding	zip
FBgn0262954	255.993491955303	0.177411853646734	0.139628201086467	1.27060187172983	0.20387032074819	0.549091576834555	chr2R	15144967	15145519	-	protein_coding	Rpb12
FBgn0032363	2959.12285392731	-0.122486897510257	0.0963888733565902	-1.27075764291919	0.20381488174799	0.549091576834555	chr2L	11508398	11517081	-	protein_coding	Dlg5
FBgn0027553	425.555526831093	-0.163217171103552	0.128486116790126	-1.27030978273051	0.203974304867972	0.549141889331031	chrX	7725995	7728361	-	protein_coding	NELF-B
FBgn0030731	1340.26439015483	-0.144644416746228	0.113884366740695	-1.27009896868084	0.204049378961095	0.549141889331031	chrX	16270950	16273815	+	protein_coding	Mfe2
FBgn0031106	462.307699643263	-0.167663248115445	0.132016788908544	-1.27001459058057	0.204079432920965	0.549141889331031	chrX	20392333	20393751	-	protein_coding	Syx16
FBgn0283682	2912.35935276207	0.111795631656517	0.0880415085763465	1.26980595249083	0.204153759879724	0.549171074850588	chr2L	11095149	11100888	-	protein_coding	Ge-1
FBgn0030101	71.6162734629018	0.2520105212562	0.198513728275446	1.26948661659573	0.204267560880693	0.5493063939008	chrX	9194749	9196414	-	protein_coding	CG12118
FBgn0086679	732.515300982825	-0.159993454646323	0.126326755044705	-1.26650490301681	0.20533237517329	0.551986190375963	chr3R	8660902	8670684	-	protein_coding	p
FBti0018990	25.6364299588351	-0.296250498971124	0.233942466540969	-1.26633912752751	0.205391694234218	0.551986190375963	chr2R	17147304	17152263	-	transposable_element	NA
FBgn0023097	1299.94412789617	-0.140499258530623	0.111028660686338	-1.26543234568542	0.205716386290231	0.552172652124352	chr3R	20593138	20612540	+	protein_coding	bon
FBgn0035439	503.729870433298	0.194245128039654	0.153479250413554	1.26561165445006	0.205652151501545	0.552172652124352	chr3L	3330062	3333181	+	protein_coding	CG14961
FBgn0033055	893.321622595508	-0.125230169521334	0.098930256148976	-1.26584297257609	0.205569306636362	0.552172652124352	chr2R	6042531	6044964	+	protein_coding	Tbce
FBgn0032863	360.745242115108	0.181053398127216	0.14306871670339	1.26549956062425	0.205692305796235	0.552172652124352	chr2L	20459341	20461729	+	protein_coding	Cdc23
FBgn0004103	4886.65803723998	-0.116186000613262	0.0918520956671987	-1.2649248748143	0.205898259447924	0.552411354508495	chr3R	12423620	12425917	-	protein_coding	Pp1-87B
FBgn0034697	1102.36628436941	-0.134503248912856	0.1063411463116	-1.26482790131616	0.205933027198	0.552411354508495	chr2R	22124566	22127502	-	protein_coding	GM130
FBgn0035237	1087.26515211418	0.154485980351369	0.122220267069043	1.26399642265631	0.206231310955724	0.552526191104977	chr3L	1576698	1600845	+	protein_coding	CG13917
FBgn0259211	25.9929651858577	0.294590441061368	0.23300509581194	1.26430900592463	0.206119138384543	0.552526191104977	chr2R	17801131	17842820	+	protein_coding	grh
FBgn0032876	565.758654567712	0.144687376458754	0.114461205312288	1.26407350039692	0.2062036469818	0.552526191104977	chr2L	20678920	20681846	-	protein_coding	Cen
FBgn0012037	831.717695268223	0.190186760964412	0.150439290117964	1.26420937519235	0.206154886718707	0.552526191104977	chr2L	13905644	13909212	+	protein_coding	Ance
FBgn0039690	284.933791602385	0.187829337005526	0.148660107657763	1.26348177708802	0.206416091494591	0.552788144554986	chr3R	29738274	29741952	+	protein_coding	Gnpnat
FBgn0035462	187.744809839469	0.190374158640744	0.150709003897301	1.26319034508696	0.206520781782651	0.552788144554986	chr3L	3806709	3809090	+	protein_coding	IntS10
FBgn0000370	3257.96498086981	-0.111308184204219	0.0881140221207663	-1.26322895635911	0.206506909350187	0.552788144554986	chr2L	21310865	21319527	+	protein_coding	crc
FBgn0035144	273.150951355703	-0.202516327429048	0.160409075445745	-1.26249918756963	0.206769218451836	0.553165931984251	chr3L	582823	589274	-	protein_coding	Kah
FBgn0015776	3991.07178139635	-0.108907659943366	0.0862674606069859	-1.26244193554651	0.206789807425392	0.553165931984251	chr2L	6778554	6786861	-	protein_coding	nrv1
RR48371_transposable_element	26.5310708703718	-0.295249941530475	0.233928429842665	-1.26213791854651	0.206899162957925	0.553212191173008	chr3R	2824452	2831449	-	transposable_element	NA
FBgn0283724	1394.78918658952	0.117907640886968	0.0934395121466239	1.26186062168164	0.206998943801529	0.553212191173008	chr3L	3178929	3185287	+	protein_coding	Girdin
FBgn0003964	1326.68705964316	-0.116683541095104	0.0924660936298106	-1.2619062460046	0.206982524218334	0.553212191173008	chrX	2038797	2042311	-	protein_coding	usp
FBgn0263755	200.881674534376	0.194847392543185	0.154542571869211	1.26080076309383	0.207380638811963	0.553890060624356	chr3R	15259863	15263458	-	protein_coding	Su(var)3-9
FBgn0002723	666.186629573156	-0.190678045409163	0.151226886022292	-1.26087397832853	0.207354254839202	0.553890060624356	chrX	11616123	11621280	+	protein_coding	Met
FBgn0031011	4931.43682384267	-0.111666240338635	0.0886931202028342	-1.25901806231716	0.208023807892016	0.555436408047477	chrX	19281231	19298162	-	protein_coding	CG8034
FBgn0039451	1564.43706725393	-0.139376922241212	0.110815929518417	-1.25773363853839	0.208488102495736	0.55625145799096	chr3R	26719846	26725216	-	protein_coding	CG6420
FBgn0038099	661.115330904693	-0.180607185592332	0.14360800992848	-1.25764005560887	0.208521960266406	0.55625145799096	chr3R	12977999	12980535	+	protein_coding	CG7091
FBgn0035309	181.902818712187	-0.205170442528581	0.163111929278538	-1.25785062708823	0.208445782309491	0.55625145799096	chr3L	2167549	2169108	-	protein_coding	CG15879
FBgn0036043	2304.81828926307	-0.111883572900064	0.0890133278437661	-1.25693056995284	0.208778777777741	0.55659328399237	chr3L	9763543	9786466	+	protein_coding	Ae2
FBgn0026199	1321.11983426937	-0.154460700325713	0.122886980312172	-1.2569329959393	0.208777899236015	0.55659328399237	chr4	690685	696055	-	protein_coding	myo
FBgn0051601	1353.52962615609	-0.14417766150954	0.114749928689792	-1.25645099004202	0.208952504469893	0.556884817057622	chr2L	22040726	22043877	-	protein_coding	CG31601
FBgn0028978	521.68904071322	0.158702867564468	0.12642113304279	1.25535077676255	0.20935144984077	0.557735540217319	chr3L	20396287	20401609	-	protein_coding	trbl
FBgn0031030	4724.44674647919	-0.113679086220403	0.0905674843502975	-1.25518652787919	0.209411054980784	0.557735540217319	chrX	19569720	19579800	-	protein_coding	Tao
FBgn0031598	443.048522365538	0.146927012739999	0.117069812358271	1.25503756929545	0.209465121970416	0.557735540217319	chr2L	4382924	4386062	-	protein_coding	Vps53
FBgn0035923	547.760882957791	-0.149854774928285	0.11943577208003	-1.25468921344497	0.209591602970627	0.557900602245814	chr3L	8721323	8726108	+	protein_coding	CG6511
FBgn0023212	1344.57342142653	-0.134989926931533	0.107622928846658	-1.25428594425141	0.209738090957107	0.55792541303228	chr3R	20578221	20579850	-	protein_coding	EloB
FBgn0039355	92.9286287176887	0.235515762897742	0.187789893009488	1.25414504009458	0.209789292021353	0.55792541303228	chr3R	25677071	25678682	-	protein_coding	CG4730
FBgn0001311	14.0341441567173	0.289621509571177	0.230989631392444	1.25382904775981	0.209904148674079	0.55792541303228	chr3R	5378092	5392866	-	protein_coding	kkv
FBgn0038499	833.821537786152	-0.131516720353285	0.104909100354116	-1.25362547109217	0.209978168672595	0.55792541303228	chr3R	17374832	17391337	-	protein_coding	Brf
FBgn0036964	188.842054631512	0.187353986317395	0.149481172408234	1.25336176656235	0.21007407910824	0.55792541303228	chr3L	20295801	20296971	-	protein_coding	FRG1
FBgn0033387	108.518224060658	-0.223591283509952	0.178404350384724	-1.25328380741716	0.210102439245828	0.55792541303228	chr2R	9157906	9161436	-	protein_coding	CG8008
FBgn0031420	590.461464894441	-0.140752980725108	0.112310901267717	-1.25324415650083	0.210116864600528	0.55792541303228	chr2L	2375840	2380506	+	protein_coding	Atxn7
FBgn0051935	381.052597704263	-0.157013007838456	0.12522941964345	-1.25380288661802	0.209913659745948	0.55792541303228	chr2L	1594821	1611157	-	protein_coding	CG31935
FBgn0030309	7574.2012690707	-0.155963312260336	0.124494415227302	-1.25277356398339	0.210288125072729	0.55820882786259	chrX	11555049	11558654	-	protein_coding	CG1572
FBgn0024912	122.635884309699	0.225735546866447	0.180285669965765	1.25209922069409	0.210533711642703	0.558689306570865	chr3R	6658805	6660100	-	protein_coding	agt
FBgn0038950	546.101402836309	-0.148598775723394	0.118780960701309	-1.25103194018666	0.210922824562395	0.558896475661861	chr3R	22364572	22365983	-	protein_coding	CG5382
FBgn0275436	599.165577651213	-0.140670471949784	0.112388237877387	-1.25164763329817	0.210698289546204	0.558896475661861	chr2R	13968307	13969902	+	protein_coding	PheRS-m
FBgn0014028	2276.22749227818	-0.140679808855075	0.112453964539531	-1.25099910377657	0.210934804419833	0.558896475661861	chr2R	6807625	6809172	+	protein_coding	SdhB
FBgn0085430	2339.89920068423	-0.12721262384292	0.101649541601308	-1.25148251373209	0.210758489460928	0.558896475661861	chrX	18863949	18884075	+	protein_coding	CG34401
FBgn0052672	2355.59957662454	-0.133079688750961	0.106362810703997	-1.25118627338004	0.210866525070621	0.558896475661861	chrX	10764877	10768338	-	protein_coding	Atg8a
FBgn0052476	13.0162795488977	0.287518626043232	0.229971083616165	1.2502381669998	0.211212558314505	0.559354266445907	chr3L	247490	250305	+	protein_coding	mthl14
FBgn0033972	474.644505362099	-0.1599562764134	0.127965583454693	-1.24999450707802	0.211301553894951	0.559354266445907	chr2R	14853862	14855048	-	protein_coding	Ciao1
FBgn0010220	612.285359351946	-0.140501143713038	0.11239037930963	-1.25011717707585	0.211256745897013	0.559354266445907	chr2R	9087833	9089802	+	protein_coding	Dbp45A
FBgn0286784	8464.74033805934	0.138856649212413	0.111104760502514	1.24978127475708	0.211379458187792	0.559389321744443	chr2R	9989158	9993559	+	protein_coding	TER94
FBgn0260049	3325.82602197091	0.11441548239093	0.091624876983767	1.24873818287582	0.2117608504031	0.559900514282652	chr3L	13412842	13416453	+	protein_coding	flr
FBgn0086558	1306.0771257322	-0.284544094416957	0.227849698729434	-1.2488236587701	0.211729578621287	0.559900514282652	chrX	6276875	6279647	-	protein_coding	Ubi-p5E
FBgn0032671	205.31345915276	0.187434729875669	0.150101568415143	1.24871932954939	0.21176774843584	0.559900514282652	chr2L	18157109	18159272	-	protein_coding	JMJD4
FBti0060415	145.479463157604	-0.206009380105532	0.164999552473347	-1.24854508401657	0.211831508871474	0.559900514282652	chr2L	22261073	22262565	-	transposable_element	NA
FBgn0011335	303.393767819498	-0.166855453160633	0.133749120741934	-1.24752560790719	0.212204836619622	0.56003173935215	chr3L	12116100	12118055	+	protein_coding	vers
FBgn0035639	658.535485959669	-0.161006676024808	0.12904035613405	-1.24772343202114	0.212132357138747	0.56003173935215	chr3L	5810972	5812228	+	protein_coding	kri
